Level,District Code,District Name,School Name,Test,Grade,Number of Total Records,Number of Valid Scores,Number of No Scores,Participation Rate,Total Score Mean Score,Total Score Standard Deviation,Evidence-Based Reading & Writing Mean Score,Evidence-Based Reading & Writing Standard Deviation,Mathematics Mean Score,Mathematics Standard Deviation,Total Score Mean Score,Evidence-Based Reading & Writing Mean Score,Mathematics Mean Score,Total Score Mean Score,Evidence-Based Reading & Writing Mean Score,Mathematics Mean Score
SCHOOL,0010,MAPLETON 1,MAPLETON EARLY COLLEGE HIGH SCHOOL,PSAT,09,      63,      60,       3,95.2,836,153,434,82,402,83,797,399,399,39,35,3
SCHOOL,0010,MAPLETON 1,MAPLETON EARLY COLLEGE HIGH SCHOOL,PSAT,10,      63,      60,       3,95.2,811,118,416,69,395,61,840,430,410,-29,-14,-15
SCHOOL,0010,MAPLETON 1,MAPLETON EARLY COLLEGE HIGH SCHOOL,SAT,11,      63,      63,       0,100.0,905,153,459,90,445,77,905,464,441,0,-5,4
SCHOOL,0010,MAPLETON 1,GLOBAL LEADERSHIP ACADEMY,PSAT,09,      80,      77,       3,96.3,752,130,385,62,366,80,768,383,384,-16,2,-18
SCHOOL,0010,MAPLETON 1,GLOBAL LEADERSHIP ACADEMY,PSAT,10,      51,      48,       3,94.1,816,121,419,72,397,58,825,431,394,-9,-12,3
SCHOOL,0010,MAPLETON 1,GLOBAL LEADERSHIP ACADEMY,SAT,11,      54,      54,       0,100.0,856,129,442,65,414,73,880,443,438,-24,-1,-24
SCHOOL,0010,MAPLETON 1,ACADEMY HIGH SCHOOL,PSAT,09,     116,     114,       2,98.3,764,113,386,59,377,65,794,393,401,-30,-7,-24
SCHOOL,0010,MAPLETON 1,ACADEMY HIGH SCHOOL,PSAT,10,     120,     118,       2,98.3,831,141,421,84,410,67,805,407,398,26,14,12
SCHOOL,0010,MAPLETON 1,ACADEMY HIGH SCHOOL,SAT,11,      94,      92,       2,97.9,879,158,447,84,431,83,886,452,434,-7,-5,-3
SCHOOL,0010,MAPLETON 1,YORK INTERNATIONAL,PSAT,09,      72,      70,       2,97.2,794,119,401,68,392,63,851,428,423,-57,-27,-31
SCHOOL,0010,MAPLETON 1,YORK INTERNATIONAL,PSAT,10,      78,      75,       3,96.2,860,135,431,76,428,69,873,439,434,-13,-8,-6
SCHOOL,0010,MAPLETON 1,YORK INTERNATIONAL,SAT,11,      75,      68,       7,90.7,927,173,469,83,459,97,972,495,477,-45,-26,-18
SCHOOL,0010,MAPLETON 1,BIG PICTURE COLLEGE AND CAREER ACADEMY,PSAT,09,      46,      45,       1,97.8,757,117,380,59,377,73,734,369,364,23,11,13
SCHOOL,0010,MAPLETON 1,BIG PICTURE COLLEGE AND CAREER ACADEMY,PSAT,10,      31,      30,       1,96.8,758,105,375,61,383,52,857,435,422,-99,-60,-39
SCHOOL,0010,MAPLETON 1,BIG PICTURE COLLEGE AND CAREER ACADEMY,SAT,11,      46,      45,       1,97.8,848,147,430,78,418,81,988,489,498,-140,-59,-80
SCHOOL,0010,MAPLETON 1,COLORADO CONNECTIONS ACADEMY,PSAT,09,     338,     198,     140,58.6,876,147,456,84,419,77,890,462,429,-14,-6,-10
SCHOOL,0010,MAPLETON 1,COLORADO CONNECTIONS ACADEMY,PSAT,10,     259,     164,      95,63.3,920,156,481,90,439,78,935,489,446,-15,-8,-7
SCHOOL,0010,MAPLETON 1,COLORADO CONNECTIONS ACADEMY,SAT,11,     295,     203,      92,68.8,966,159,505,86,461,83,962,500,462,4,5,-1
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,VANTAGE POINT,PSAT,09,      31,      26,       5,83.9,738,125,384,80,355,65,739,372,368,-1,12,-13
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,VANTAGE POINT,PSAT,10,      96,      82,      14,85.4,719,88,361,53,358,46,753,379,374,-34,-18,-16
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,VANTAGE POINT,SAT,11,     158,     106,      52,67.1,775,98,392,54,383,58,786,403,383,-11,-11,0
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,STARGATE CHARTER SCHOOL,PSAT,09,     122,     122,       0,100.0,1099,145,557,81,542,78,1090,557,534,9,0,8
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,STARGATE CHARTER SCHOOL,PSAT,10,     120,     119,       1,99.2,1157,154,585,77,572,96,1140,581,560,17,4,12
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,STARGATE CHARTER SCHOOL,SAT,11,      82,      80,       2,97.6,1226,160,619,75,607,102,1255,637,618,-29,-18,-11
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,HORIZON HIGH SCHOOL,PSAT,09,     500,     490,      10,98.0,943,166,463,83,480,95,936,463,473,7,0,7
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,HORIZON HIGH SCHOOL,PSAT,10,     535,     520,      15,97.2,979,166,489,87,490,89,960,484,476,19,5,14
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,HORIZON HIGH SCHOOL,SAT,11,     492,     471,      21,95.7,1019,185,508,95,511,101,1033,514,520,-14,-6,-9
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,NEW AMERICA SCHOOL - THORNTON,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,NA,NA,NA,NA,NA,NA
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,NEW AMERICA SCHOOL - THORNTON,PSAT,10,      57,      37,      20,64.9,731,70,368,39,363,47,NA,NA,NA,NA,NA,NA
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,NEW AMERICA SCHOOL - THORNTON,SAT,11,     100,      53,      47,53.0,767,93,394,48,374,58,NA,NA,NA,NA,NA,NA
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,LEGACY HIGH SCHOOL,PSAT,09,     659,     636,      23,96.5,995,186,488,97,506,99,959,475,484,36,13,22
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,LEGACY HIGH SCHOOL,PSAT,10,     593,     571,      22,96.3,991,184,492,99,499,95,1025,512,513,-34,-20,-14
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,LEGACY HIGH SCHOOL,SAT,11,     571,     540,      31,94.6,1097,207,545,106,552,110,1103,552,552,-6,-7,0
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,THORNTON HIGH SCHOOL,PSAT,09,     397,     385,      12,97.0,778,131,394,66,384,75,802,400,402,-24,-6,-18
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,THORNTON HIGH SCHOOL,PSAT,10,     409,     396,      13,96.8,831,144,414,78,418,76,820,416,405,11,-2,13
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,THORNTON HIGH SCHOOL,SAT,11,     438,     420,      18,95.9,860,150,433,78,427,83,871,443,428,-11,-10,-1
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,MOUNTAIN RANGE HIGH SCHOOL,PSAT,09,     499,     472,      27,94.6,886,153,449,79,438,85,874,443,431,12,6,7
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,MOUNTAIN RANGE HIGH SCHOOL,PSAT,10,     513,     483,      30,94.2,907,148,463,86,445,72,927,473,455,-20,-10,-10
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,MOUNTAIN RANGE HIGH SCHOOL,SAT,11,     501,     470,      31,93.8,970,163,491,86,479,89,1001,512,490,-31,-21,-11
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,NORTHGLENN HIGH SCHOOL,PSAT,09,     564,     542,      22,96.1,823,148,407,74,415,85,825,409,416,-2,-2,-1
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,NORTHGLENN HIGH SCHOOL,PSAT,10,     531,     504,      27,94.9,852,146,426,82,426,73,868,436,432,-16,-10,-6
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,NORTHGLENN HIGH SCHOOL,SAT,11,     463,     437,      26,94.4,912,175,459,91,453,96,924,464,459,-12,-5,-6
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,PROSPECT RIDGE ACADEMY,PSAT,09,     116,     111,       5,95.7,980,125,498,74,482,65,992,505,486,-12,-7,-4
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,PROSPECT RIDGE ACADEMY,PSAT,10,      96,      95,       1,99.0,1036,172,531,93,505,90,1063,541,522,-27,-10,-17
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,PROSPECT RIDGE ACADEMY,SAT,11,      85,      83,       2,97.6,1191,154,593,81,598,85,1156,588,568,35,5,30
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,PATHWAYS FUTURE CENTER,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,PATHWAYS FUTURE CENTER,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,PATHWAYS FUTURE CENTER,SAT,11,      62,      54,       8,87.1,848,150,435,86,414,74,854,435,418,-6,0,-4
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,WESTGATE CHARTER,PSAT,09,      22,      21,       1,95.5,976,107,499,71,477,56,981,510,472,-5,-11,5
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,WESTGATE CHARTER,PSAT,10,      27,      27,       0,100.0,1028,150,541,74,487,94,1002,532,470,26,9,17
SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,WESTGATE CHARTER,SAT,11,      16,      16,       0,100.0,1019,149,529,88,491,72,- -,- -,- -,- -,- -,- -
SCHOOL,0030,ADAMS COUNTY 14,LESTER R ARNOLD HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0030,ADAMS COUNTY 14,LESTER R ARNOLD HIGH SCHOOL,PSAT,10,      42,      33,       9,78.6,760,91,372,51,388,57,761,389,371,-1,-17,17
SCHOOL,0030,ADAMS COUNTY 14,LESTER R ARNOLD HIGH SCHOOL,SAT,11,      60,      51,       9,85.0,760,96,394,51,367,56,785,403,382,-25,-9,-15
SCHOOL,0030,ADAMS COUNTY 14,ADAMS CITY HIGH SCHOOL,PSAT,09,     501,     447,      54,89.2,782,136,393,70,389,76,761,379,381,21,14,8
SCHOOL,0030,ADAMS COUNTY 14,ADAMS CITY HIGH SCHOOL,PSAT,10,     445,     392,      53,88.1,805,120,407,74,398,57,819,418,401,-14,-11,-3
SCHOOL,0030,ADAMS COUNTY 14,ADAMS CITY HIGH SCHOOL,SAT,11,     369,     345,      24,93.5,844,129,432,71,412,71,871,441,430,-27,-9,-18
SCHOOL,0040,SCHOOL DISTRICT 27J,BRIGHTON HERITAGE ACADEMY,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0040,SCHOOL DISTRICT 27J,BRIGHTON HERITAGE ACADEMY,PSAT,10,      39,      29,      10,74.4,779,110,400,70,380,53,759,383,376,20,17,4
SCHOOL,0040,SCHOOL DISTRICT 27J,BRIGHTON HERITAGE ACADEMY,SAT,11,      56,      34,      22,60.7,777,104,389,64,389,53,789,400,389,-12,-11,0
SCHOOL,0040,SCHOOL DISTRICT 27J,BRIGHTON HIGH SCHOOL,PSAT,09,     424,     400,      24,94.3,850,163,434,85,416,89,864,435,429,-14,-1,-13
SCHOOL,0040,SCHOOL DISTRICT 27J,BRIGHTON HIGH SCHOOL,PSAT,10,     434,     402,      32,92.6,874,143,441,84,433,69,884,446,438,-10,-5,-5
SCHOOL,0040,SCHOOL DISTRICT 27J,BRIGHTON HIGH SCHOOL,SAT,11,     464,     435,      29,93.8,941,165,475,85,466,91,952,478,475,-11,-3,-9
SCHOOL,0040,SCHOOL DISTRICT 27J,BOLT ACADEMY,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0040,SCHOOL DISTRICT 27J,BOLT ACADEMY,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0040,SCHOOL DISTRICT 27J,BOLT ACADEMY,SAT,11,      28,      22,       6,78.6,- -,- -,- -,- -,- -,- -,913,482,431,- -,- -,- -
SCHOOL,0040,SCHOOL DISTRICT 27J,EAGLE RIDGE ACADEMY,PSAT,09,     151,     147,       4,97.4,970,150,489,80,481,81,929,464,465,41,25,16
SCHOOL,0040,SCHOOL DISTRICT 27J,EAGLE RIDGE ACADEMY,PSAT,10,     126,     124,       2,98.4,988,144,505,76,483,80,966,493,473,22,12,10
SCHOOL,0040,SCHOOL DISTRICT 27J,EAGLE RIDGE ACADEMY,SAT,11,     115,     115,       0,100.0,1044,165,530,90,514,90,1062,530,532,-18,0,-18
SCHOOL,0040,SCHOOL DISTRICT 27J,PRAIRIE VIEW HIGH SCHOOL,PSAT,09,     389,     377,      12,96.9,836,150,425,79,411,81,849,424,426,-13,1,-15
SCHOOL,0040,SCHOOL DISTRICT 27J,PRAIRIE VIEW HIGH SCHOOL,PSAT,10,     444,     422,      22,95.0,887,158,449,89,439,78,879,442,437,8,7,2
SCHOOL,0040,SCHOOL DISTRICT 27J,PRAIRIE VIEW HIGH SCHOOL,SAT,11,     473,     458,      15,96.8,919,162,464,83,455,90,929,463,465,-10,1,-10
SCHOOL,0040,SCHOOL DISTRICT 27J,RIVERDALE RIDGE HIGH SCHOOL,PSAT,09,     340,     335,       5,98.5,867,140,440,73,428,77,NA,NA,NA,NA,NA,NA
SCHOOL,0040,SCHOOL DISTRICT 27J,RIVERDALE RIDGE HIGH SCHOOL,PSAT,10,     196,     191,       5,97.4,894,148,450,85,444,73,NA,NA,NA,NA,NA,NA
SCHOOL,0040,SCHOOL DISTRICT 27J,ADAMS YOUTH SERVICE CENTER,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0040,SCHOOL DISTRICT 27J,ADAMS YOUTH SERVICE CENTER,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0040,SCHOOL DISTRICT 27J,ADAMS YOUTH SERVICE CENTER,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0050,BENNETT 29J,BENNETT HIGH SCHOOL,PSAT,09,      85,      82,       3,96.5,892,163,455,90,437,83,855,441,414,37,14,23
SCHOOL,0050,BENNETT 29J,BENNETT HIGH SCHOOL,PSAT,10,      82,      78,       4,95.1,880,143,459,90,421,64,892,463,429,-12,-4,-8
SCHOOL,0050,BENNETT 29J,BENNETT HIGH SCHOOL,SAT,11,      99,      96,       3,97.0,942,156,483,86,459,81,940,484,456,2,-1,3
SCHOOL,0060,STRASBURG 31J,PRAIRIE CREEK HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,NA,NA,NA,NA,NA,NA
SCHOOL,0060,STRASBURG 31J,PRAIRIE CREEK HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0060,STRASBURG 31J,PRAIRIE CREEK HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0060,STRASBURG 31J,STRASBURG HIGH SCHOOL,PSAT,09,      74,      72,       2,97.3,- -,- -,- -,- -,- -,- -,873,446,427,- -,- -,- -
SCHOOL,0060,STRASBURG 31J,STRASBURG HIGH SCHOOL,PSAT,10,      82,      77,       5,93.9,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0060,STRASBURG 31J,STRASBURG HIGH SCHOOL,SAT,11,      86,      80,       6,93.0,984,204,500,100,484,113,974,503,471,10,-3,13
SCHOOL,0070,WESTMINSTER PUBLIC SCHOOLS,HIDDEN LAKE HIGH SCHOOL,PSAT,09,      16,      16,       0,100.0,761,121,396,55,366,75,- -,- -,- -,- -,- -,- -
SCHOOL,0070,WESTMINSTER PUBLIC SCHOOLS,HIDDEN LAKE HIGH SCHOOL,PSAT,10,      46,      45,       1,97.8,739,80,371,50,368,43,758,385,373,-19,-14,-5
SCHOOL,0070,WESTMINSTER PUBLIC SCHOOLS,HIDDEN LAKE HIGH SCHOOL,SAT,11,      94,      92,       2,97.9,790,104,408,60,382,55,809,415,394,-19,-7,-12
SCHOOL,0070,WESTMINSTER PUBLIC SCHOOLS,WESTMINSTER HIGH SCHOOL,PSAT,09,     626,     599,      27,95.7,790,147,405,78,385,81,774,389,385,16,16,0
SCHOOL,0070,WESTMINSTER PUBLIC SCHOOLS,WESTMINSTER HIGH SCHOOL,PSAT,10,     586,     555,      31,94.7,825,133,418,79,407,65,821,419,402,4,-1,5
SCHOOL,0070,WESTMINSTER PUBLIC SCHOOLS,WESTMINSTER HIGH SCHOOL,SAT,11,     478,     462,      16,96.7,874,150,444,78,431,82,868,443,425,6,1,6
SCHOOL,0100,ALAMOSA RE-11J,ALAMOSA HIGH SCHOOL,PSAT,09,     169,     169,       0,100.0,859,164,435,83,424,91,884,450,434,-25,-15,-10
SCHOOL,0100,ALAMOSA RE-11J,ALAMOSA HIGH SCHOOL,PSAT,10,     130,     130,       0,100.0,920,158,472,90,448,75,908,464,444,12,8,4
SCHOOL,0100,ALAMOSA RE-11J,ALAMOSA HIGH SCHOOL,SAT,11,     139,     134,       5,96.4,952,173,480,93,473,90,1005,509,496,-53,-29,-23
SCHOOL,0100,ALAMOSA RE-11J,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,PSAT,09,      20,      16,       4,80.0,776,112,393,72,384,50,821,424,397,-45,-31,-13
SCHOOL,0100,ALAMOSA RE-11J,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0100,ALAMOSA RE-11J,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0110,SANGRE DE CRISTO RE-22J,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,PSAT,09,      19,      19,       0,100.0,939,103,474,56,465,60,951,489,461,-12,-15,4
SCHOOL,0110,SANGRE DE CRISTO RE-22J,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,PSAT,10,      17,      17,       0,100.0,952,119,489,76,463,50,946,464,481,6,25,-18
SCHOOL,0110,SANGRE DE CRISTO RE-22J,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,SAT,11,      21,      20,       1,95.2,1016,147,512,79,504,87,927,467,460,89,45,44
SCHOOL,0120,ENGLEWOOD 1,COLORADO'S FINEST HIGH SCHOOL OF CHOICE,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,850,426,424,- -,- -,- -
SCHOOL,0120,ENGLEWOOD 1,COLORADO'S FINEST HIGH SCHOOL OF CHOICE,PSAT,10,      68,      32,      36,47.1,854,120,442,76,412,60,871,447,424,-17,-5,-12
SCHOOL,0120,ENGLEWOOD 1,COLORADO'S FINEST HIGH SCHOOL OF CHOICE,SAT,11,     105,      67,      38,63.8,931,162,475,91,456,86,936,476,461,-5,-1,-5
SCHOOL,0120,ENGLEWOOD 1,ENGLEWOOD HIGH SCHOOL,PSAT,09,     159,     151,       8,95.0,809,149,414,83,395,78,824,422,402,-15,-8,-7
SCHOOL,0120,ENGLEWOOD 1,ENGLEWOOD HIGH SCHOOL,PSAT,10,     134,     124,      10,92.5,875,168,450,103,426,76,873,444,429,2,6,-3
SCHOOL,0120,ENGLEWOOD 1,ENGLEWOOD HIGH SCHOOL,SAT,11,     122,     119,       3,97.5,937,184,480,96,457,100,947,486,461,-10,-6,-4
SCHOOL,0123,SHERIDAN 2,SHERIDAN HIGH SCHOOL,PSAT,09,      86,      84,       2,97.7,792,136,404,71,388,78,812,404,408,-20,0,-20
SCHOOL,0123,SHERIDAN 2,SHERIDAN HIGH SCHOOL,PSAT,10,      91,      88,       3,96.7,812,135,413,74,399,71,840,423,417,-28,-10,-18
SCHOOL,0123,SHERIDAN 2,SHERIDAN HIGH SCHOOL,SAT,11,      88,      88,       0,100.0,870,149,440,73,430,85,888,451,437,-18,-11,-7
SCHOOL,0123,SHERIDAN 2,SOAR ACADEMY,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0123,SHERIDAN 2,SOAR ACADEMY,PSAT,10,      22,      20,       2,90.9,764,88,398,61,366,46,714,370,344,50,28,22
SCHOOL,0123,SHERIDAN 2,SOAR ACADEMY,SAT,11,      24,      23,       1,95.8,747,102,383,57,363,55,- -,- -,- -,- -,- -,- -
SCHOOL,0130,CHERRY CREEK 5,CHEROKEE TRAIL HIGH SCHOOL,PSAT,09,     679,     637,      42,93.8,983,157,496,85,487,83,981,495,486,2,1,1
SCHOOL,0130,CHERRY CREEK 5,CHEROKEE TRAIL HIGH SCHOOL,PSAT,10,     695,     654,      41,94.1,1022,169,523,91,499,90,1009,513,497,13,10,2
SCHOOL,0130,CHERRY CREEK 5,CHEROKEE TRAIL HIGH SCHOOL,SAT,11,     719,     676,      43,94.0,1079,191,543,97,536,104,1091,552,539,-12,-9,-3
SCHOOL,0130,CHERRY CREEK 5,CHERRY CREEK HIGH SCHOOL,PSAT,09,     943,     822,     121,87.2,1062,178,533,91,529,97,1065,531,533,-3,2,-4
SCHOOL,0130,CHERRY CREEK 5,CHERRY CREEK HIGH SCHOOL,PSAT,10,     913,     828,      85,90.7,1106,191,558,98,548,104,1107,554,553,-1,4,-5
SCHOOL,0130,CHERRY CREEK 5,CHERRY CREEK HIGH SCHOOL,SAT,11,     929,     806,     123,86.8,1189,193,585,98,604,106,1210,599,611,-21,-14,-7
SCHOOL,0130,CHERRY CREEK 5,EAGLECREST HIGH SCHOOL,PSAT,09,     847,     774,      73,91.4,919,164,462,86,458,89,904,456,448,15,6,10
SCHOOL,0130,CHERRY CREEK 5,EAGLECREST HIGH SCHOOL,PSAT,10,     747,     678,      69,90.8,933,167,474,92,459,86,933,474,459,0,0,0
SCHOOL,0130,CHERRY CREEK 5,EAGLECREST HIGH SCHOOL,SAT,11,     702,     658,      44,93.7,996,181,499,95,497,98,1027,520,508,-31,-21,-11
SCHOOL,0130,CHERRY CREEK 5,ENDEAVOR ACADEMY,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0130,CHERRY CREEK 5,ENDEAVOR ACADEMY,SAT,11,      84,      34,      50,40.5,848,102,436,64,411,61,824,422,401,24,14,10
SCHOOL,0130,CHERRY CREEK 5,GRANDVIEW HIGH SCHOOL,PSAT,09,     733,     670,      63,91.4,972,171,489,90,484,93,988,494,494,-16,-5,-10
SCHOOL,0130,CHERRY CREEK 5,GRANDVIEW HIGH SCHOOL,PSAT,10,     724,     630,      94,87.0,1029,180,519,96,510,96,1035,524,511,-6,-5,-1
SCHOOL,0130,CHERRY CREEK 5,GRANDVIEW HIGH SCHOOL,SAT,11,     666,     625,      41,93.8,1094,208,548,104,546,114,1124,566,559,-30,-18,-13
SCHOOL,0130,CHERRY CREEK 5,OVERLAND HIGH SCHOOL,PSAT,09,     616,     580,      36,94.2,816,163,411,86,404,89,823,409,414,-7,2,-10
SCHOOL,0130,CHERRY CREEK 5,OVERLAND HIGH SCHOOL,PSAT,10,     635,     589,      46,92.8,866,165,433,89,433,87,903,451,452,-37,-18,-19
SCHOOL,0130,CHERRY CREEK 5,OVERLAND HIGH SCHOOL,SAT,11,     549,     512,      37,93.3,968,192,479,96,488,108,961,480,482,7,-1,6
SCHOOL,0130,CHERRY CREEK 5,SMOKY HILL HIGH SCHOOL,PSAT,09,     472,     413,      59,87.5,908,174,461,91,447,95,914,461,453,-6,0,-6
SCHOOL,0130,CHERRY CREEK 5,SMOKY HILL HIGH SCHOOL,PSAT,10,     533,     473,      60,88.7,944,181,482,96,461,95,950,480,470,-6,2,-9
SCHOOL,0130,CHERRY CREEK 5,SMOKY HILL HIGH SCHOOL,SAT,11,     491,     450,      41,91.6,1011,191,506,95,505,106,1028,520,508,-17,-14,-3
SCHOOL,0130,CHERRY CREEK 5,MARVIN W FOOTE YOUTH SERVICES,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0130,CHERRY CREEK 5,MARVIN W FOOTE YOUTH SERVICES,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0130,CHERRY CREEK 5,MARVIN W FOOTE YOUTH SERVICES,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0140,LITTLETON 6,ARAPAHOE HIGH SCHOOL,PSAT,09,     539,     510,      29,94.6,1027,143,517,79,510,76,1021,513,508,6,4,2
SCHOOL,0140,LITTLETON 6,ARAPAHOE HIGH SCHOOL,PSAT,10,     564,     534,      30,94.7,1058,171,536,88,522,95,1048,526,522,10,10,0
SCHOOL,0140,LITTLETON 6,ARAPAHOE HIGH SCHOOL,SAT,11,     538,     503,      35,93.5,1126,174,561,88,565,97,1138,569,568,-12,-8,-3
SCHOOL,0140,LITTLETON 6,HERITAGE HIGH SCHOOL,PSAT,09,     415,     404,      11,97.3,1002,152,510,85,492,79,1007,509,498,-5,1,-6
SCHOOL,0140,LITTLETON 6,HERITAGE HIGH SCHOOL,PSAT,10,     444,     426,      18,95.9,1035,174,529,92,506,94,1022,522,501,13,7,5
SCHOOL,0140,LITTLETON 6,HERITAGE HIGH SCHOOL,SAT,11,     386,     373,      13,96.6,1085,175,546,90,539,97,1113,560,553,-28,-14,-14
SCHOOL,0140,LITTLETON 6,LITTLETON HIGH SCHOOL,PSAT,09,     336,     321,      15,95.5,972,181,492,94,480,96,927,468,459,45,24,21
SCHOOL,0140,LITTLETON 6,LITTLETON HIGH SCHOOL,PSAT,10,     300,     278,      22,92.7,962,183,490,100,471,92,975,493,482,-13,-3,-11
SCHOOL,0140,LITTLETON 6,LITTLETON HIGH SCHOOL,SAT,11,     274,     249,      25,90.9,1033,185,521,99,511,97,1052,534,518,-19,-13,-7
SCHOOL,0170,DEER TRAIL 26J,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0170,DEER TRAIL 26J,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0170,DEER TRAIL 26J,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0180,ADAMS-ARAPAHOE 28J,AURORA CENTRAL HIGH SCHOOL,PSAT,09,     467,     455,      12,97.4,734,127,372,63,362,76,732,365,368,2,7,-6
